source,site_name,site_id,geometry
ACIS,T LAKE ALASKA,65814,"c(-143.8167, 63.7533)"
ACIS,TOK RIVER VALLEY ALASKA,65815,"c(-143.34669, 62.9572)"
ACIS,GOLD KING ALASKA,65818,"c(-148.4622, 64.4044)"
ACIS,VUNZIK LAKE ALASKA,65824,"c(-146.71581, 66.7981)"
ACIS,WEIN LAKE ALASKA,65826,"c(-151.0833, 64.315)"
ACIS,WONDER LAKE ALASKA,65827,"c(-150.8714, 63.4903)"
ACIS,ZAREMBO ALASKA,65829,"c(-132.8486, 56.3)"
ACIS,KING SALMON 42 SE,67799,"c(-155.9225, 58.2077)"
ACIS,GUSTAVUS 2 NE,67800,"c(-135.69, 58.4292)"
ACIS,METLAKATLA 6 S,67801,"c(-131.58771, 55.0455)"
ACIS,ALPINE,67802,"c(-150.92821, 70.3463)"
ACIS,CHUGIAK 0.8,69602,"c(-149.48724, 61.40692)"
ACIS,TALKEETNA 7.6 S,70348,"c(-150.0731, 62.2272)"
ACIS,FAIRBANKS 7.2 ENE,76641,"c(-147.4436, 64.8933)"
ACIS,FAIRBANKS 7.0 NNE,76642,"c(-147.5387, 64.9276)"
ACIS,LONG LAKE,77588,"c(-133.83, 58.19)"
ACIS,MOORE CREEK BRIDGE,77589,"c(-135.21001, 59.59)"
ACIS,AMERICAN CREEK,77590,"c(-141.23, 64.79)"
ACIS,MAY CREEK,77591,"c(-142.71001, 61.35)"
ACIS,CHISANA,77592,"c(-142.05, 62.07)"
ACIS,UPPER CHENA,77593,"c(-144.92999, 65.1)"
ACIS,MT. EYAK,77594,"c(-145.75, 60.55)"
ACIS,UPPER TSAINA RIVER,77595,"c(-145.64999, 61.19)"
ACIS,FIELDING LAKE,77596,"c(-145.63, 63.2)"
ACIS,GRANITE CRK,77597,"c(-145.39999, 63.94)"
ACIS,TEUCHET CREEK,77599,"c(-145.52, 64.95)"
ACIS,MONUMENT CREEK,77600,"c(-145.87, 65.08)"
ACIS,EAGLE SUMMIT,77601,"c(-145.41, 65.49)"
ACIS,FORT YUKON,77602,"c(-145.25, 66.57)"
ACIS,SUGARLOAF MTN,77603,"c(-146.3, 61.08)"
ACIS,MUNSON RIDGE,77604,"c(-146.21001, 64.85)"
ACIS,MT. RYAN,77605,"c(-146.14999, 65.25)"
ACIS,LITTLE CHENA RIDGE,77606,"c(-146.73, 65.12)"
ACIS,UPPER NOME CREEK,77607,"c(-146.59, 65.37)"
ACIS,MONAHAN FLAT,77608,"c(-147.64999, 63.31)"
ACIS,FAIRBANKS F.O.,77609,"c(-147.8, 64.85)"
ACIS,ESTHER ISLAND,77610,"c(-148.09, 60.8)"
ACIS,MORAINE,77611,"c(-149, 61.38)"
ACIS,SAGWON,77612,"c(-148.69, 69.42)"
ACIS,PRUDHOE BAY,77613,"c(-148.57001, 70.27)"
ACIS,MT. ALYESKA,77614,"c(-149.09, 60.96)"
ACIS,GRANDVIEW,77615,"c(-149.06, 60.61)"
ACIS,COOPER LAKE,77616,"c(-149.69, 60.39)"
ACIS,TURNAGAIN PASS,77617,"c(-149.17999, 60.78)"
ACIS,GROUSE CREEK DIVIDE,77618,"c(-149.34, 60.26)"
ACIS,EXIT GLACIER,77619,"c(-149.62, 60.19)"
ACIS,SUMMIT CREEK,77620,"c(-149.53, 60.62)"
ACIS,INDIAN PASS,77621,"c(-149.48, 61.07)"
ACIS,ANCHORAGE HILLSIDE,77622,"c(-149.67, 61.11)"
ACIS,INDEPENDENCE MINE,77623,"c(-149.28, 61.79)"
ACIS,IMNAVIAT CREEK,77624,"c(-149.3, 68.62)"
ACIS,ATIGUN PASS,77625,"c(-149.48, 68.13)"
ACIS,MIDDLE FORK BRADLEY,77626,"c(-150.75999, 59.78)"
ACIS,NUKA GLACIER,77627,"c(-150.71001, 59.7)"
ACIS,KACHEMAK CREEK,77628,"c(-150.66, 59.73)"
ACIS,KENAI MOOSE PENS,77629,"c(-150.48, 60.73)"
ACIS,ALEXANDER LAKE,77630,"c(-150.89, 61.75)"
ACIS,TOKOSITNA VALLEY,77633,"c(-150.78, 62.63)"
ACIS,SUSITNA VALLEY HIGH,77634,"c(-150.03999, 62.13)"
ACIS,KANTISHNA,77635,"c(-150.99001, 63.54)"
ACIS,GOBBLERS KNOB,77636,"c(-150.67, 66.75)"
ACIS,COLDFOOT,77637,"c(-150.17999, 67.25)"
ACIS,ANCHOR RIVER DIVIDE,77638,"c(-151.32001, 59.86)"
ACIS,MCNEIL CANYON,77639,"c(-151.25, 59.74)"
ACIS,PORT GRAHAM,77640,"c(-151.85001, 59.35)"
ACIS,BETTLES FIELD,77641,"c(-151.53, 66.92)"
ACIS,TELAQUANA LAKE,77642,"c(-153.92, 60.98)"
ACIS,MCNEIL RIVER SGS,77643,"c(-154.28, 59.08)"
ACIS,KELLY STATION,77644,"c(-162.28, 67.93)"
ACIS,ROCKY POINT,77645,"c(-163.42, 64.53)"
ACIS,PARGON CREEK,77646,"c(-163.10001, 64.99)"
ACIS,JOHNSON'S CAMP,77647,"c(-164.28999, 64.56)"
ACIS,FAIRBANKS 5.7 N,78066,"c(-147.6304, 64.9186)"
ACIS,ANCHORAGE 4.7 SSW,78655,"c(-149.9346, 61.1529)"
ACIS,SELAWIK 28 E,78673,"c(-159.0036, 66.562)"
ACIS,VALDEZ,79397,"c(-146.3822, 61.1312)"
ACIS,DENALI 27 N,79398,"c(-150.87469, 63.452)"
ACIS,GLENNALLEN 64 N,79408,"c(-145.50031, 63.0295)"
ACIS,BOB BARKER MEMORIAL AIRPORT,79421,"c(-160.433, 66.983)"
ACIS,WALES AIRPORT,79422,"c(-168.10001, 65.617)"
ACIS,SHAKTOOLIK AIRPORT,79429,"c(-161.224, 64.37)"
ACIS,ROBERT (BOB) CURTIS MEMORIAL AIRPORT,79431,"c(-161.022, 66.818)"
ACIS,TELLER AIRPORT,79709,"c(-166.35001, 65.233)"
ACIS,SHUNGNAK AIRPORT,79752,"c(-157.16241, 66.88808)"
ACIS,STERLING 6SW,79808,"c(-150.91879, 60.4905)"
ACIS,THORNE BAY,79815,"c(-132.5246, 55.6918)"
ACIS,IVOTUK 1 NNE,79883,"c(-155.7506, 68.4851)"
ACIS,RUBY 44 ESE,79884,"c(-154.1297, 64.5015)"
ACIS,DEADHORSE 3 S,79885,"c(-148.4644, 70.1618)"
ACIS,HARDING LAKE NE,80187,"c(-146.8152, 64.4391)"
ACIS,YAKUTAT 3 SSE,80200,"c(-139.685, 59.5087)"
ACIS,Skagway Area,80224,"c(0, 0)"
ACIS,ANCHORAGE 7.6 SSE,80436,"c(-149.84599, 61.11129)"
ACIS,ANCHORAGE 4.5 E,80853,"c(-149.76488, 61.21302)"
ACIS,FAIRBANKS 4.4 W,81070,"c(-147.7973, 64.8447)"
ACIS,HOOPER BAY 1.2 S,81828,"c(-166.09814, 61.52285)"
ACIS,CHIGMIT MTNS ALASKA,82713,"c(-153.4664, 60.2233)"
ACIS,COVILLE ALASKA,82717,"c(-155.56281, 58.8025)"
ACIS,SALMON RIVER ALASKA,82724,"c(-159.8405, 67.4597)"
ACIS,PEDERSON LAGOON ALASKA,82725,"c(-149.7308, 59.8944)"
ACIS,COAL CREEK ALASKA,82742,"c(-143.1322, 65.3139)"
ACIS,UMIAT AIRFIELD ALASKA,82749,"c(-152.13609, 69.37)"
ACIS,TEBAY ALASKA,82761,"c(-144.4003, 61.1881)"
ACIS,KILLIK PASS ALASKA,82766,"c(-154.92419, 67.9703)"
ACIS,GLACIER BAY INNER DOCK,82771,"c(-135.86971, 58.4564)"
ACIS,CHICKEN CREEK ALASKA,82772,"c(-141.84531, 62.1242)"
ACIS,CHIMNEY LAKE ALASKA,82785,"c(-150.4933, 67.7558)"
ACIS,MT. NOAK ALASKA,82786,"c(-162.9944, 67.1414)"
ACIS,CAMPBELL CREEK ALASKA,82810,"c(-149.79671, 61.1586)"
ACIS,SNIPE LAKE ALASKA,82818,"c(-154.32001, 60.6103)"
ACIS,TOK AKTAS ALASKA,82868,"c(-143.00169, 63.3253)"
ACIS,GREZELKA RANGE ALASKA,82877,"c(-149.6167, 61.2833)"
ACIS,JARVIS CREEK ALASKA,82886,"c(-145.6189, 63.9486)"
ACIS,HOWARD PASS ALASKA,82892,"c(-156.8958, 68.1561)"
ACIS,KALUICH ALASKA,82896,"c(-158.4317, 67.5733)"
ACIS,FOURPEAKED ALASKA,82908,"c(-153.5181, 58.7058)"
ACIS,MOTHER GOOSE ALASKA,82922,"c(-157.278, 57.1792)"
ACIS,HARDING ICEFIELD ALASKA,82924,"c(-149.7986, 60.1489)"
ACIS,DEVIL MOUNTAIN ALASKA,82929,"c(-164.53081, 66.2758)"
ACIS,INIGOK AIRFIELD ALASKA,82933,"c(-153.0836, 70.0036)"
ACIS,IMELYAK ALASKA,82934,"c(-157.0692, 67.5461)"
ACIS,SMALL ARMS RANGE ALASKA,82941,"c(-147.6167, 64.8)"
ACIS,BOLIO ALASKA,82942,"c(-145.8333, 63.8667)"
ACIS,UPPER CHARLEY RIVER ALASKA,82944,"c(-143.20219, 64.5167)"
ACIS,SOLDOTNA AKKKS ALASKA,82952,"c(-151.01421, 60.4967)"
ACIS,FT. YUKON ALASKA,82975,"c(-145.25079, 66.57)"
ACIS,PAMICHTUK LAKE ALASKA,83007,"c(-152.19501, 67.7719)"
ACIS,EAGLE RIVER ALASKA,83017,"c(-149.3661, 61.2725)"
ACIS,MANCHU ALASKA,83021,"c(-147.01669, 64.7)"
ACIS,JBER ALASKA,83022,"c(-149.6503, 61.3819)"
ACIS,WILLOW ALASKA,83024,"c(-150.05029, 61.765)"
ACIS,YANTARNI BAY ALASKA,83027,"c(-157.03329, 56.9144)"
ACIS,SHAKTOOLIK RIVER ALASKA,83033,"c(-159.90221, 64.6328)"
ACIS,BOX RIVER ALASKA,83073,"c(-158.9053, 65.2989)"
ACIS,ASIK ALASKA,83084,"c(-162.2664, 67.475)"
ACIS,JUNEAU 14.6 W,83089,"c(-134.53131, 58.35684)"
ACIS,DONNELLY ALASKA,83090,"c(-145.64999, 63.9833)"
ACIS,TANA KNOB ALASKA,83107,"c(-142.6978, 60.9081)"
ACIS,TAG MTN ALASKA,83111,"c(-158.66, 66.1808)"
ACIS,RAM CREEK ALASKA,83134,"c(-154.4731, 67.6853)"
ACIS,STUART CREEK ALASKA,83135,"c(-146.50439, 64.7189)"
ACIS,GATES GLACIER ALASKA,83138,"c(-143.01311, 61.6028)"
ACIS,TAHINICHOK ALASKA,83141,"c(-163.5672, 67.5503)"
ACIS,SISIAK ALASKA,83149,"c(-160.3956, 67.995)"
ACIS,BUCKLAND UPLANDS ALASKA,83161,"c(-160.87421, 65.9081)"
ACIS,OKLAHOMA ALASKA,83185,"c(-146.2522, 64.0217)"
ACIS,PT. MAC ALASKA,83186,"c(-150.0914, 61.4225)"
ACIS,EAGLECREST BASE,83196,"c(-134.51401, 58.2761)"
ACIS,JUNEAU-DOUGLAS WWTP,83197,"c(-134.38499, 58.2865)"
ACIS,KETCHIKAN 10N,83198,"c(-131.8183, 55.4519)"
ACIS,CORDOVA 14 ESE,83732,"c(-145.3542, 60.4731)"
ACIS,TOOLIK LAKE 5 ENE,83733,"c(-149.39861, 68.6483)"
ACIS,WASILLA 2.7 NW,84043,"c(-149.5233, 61.6058)"
ACIS,ANCHORAGE 2.6 SW,85264,"c(-149.9492, 61.1898)"
ACIS,BETHEL 87 WNW,85579,"c(-164.0769, 61.3465)"
ACIS,FAIRBANKS 5.6 NNE,86673,"c(-147.56799, 64.9112)"
ACIS,ANCHORAGE 2.6 SW,93628,"c(-149.9492, 61.1898)"
ACIS,MANLEY HOT SPRINGS 15NE,93827,"c(-150.22771, 65.1225)"
ACIS,CRAIG,93841,"c(-133.12492, 55.47135)"
ACIS,ALEKNAGIK 1 NNE,93859,"c(-158.6145, 59.284)"
ACIS,YAKUTAT POWER,94427,"c(-139.85556, 59.72861)"
ACIS,KLAWOCK WATER PLANT,94429,"c(-133.0647, 55.55158)"
ACIS,METLAKATLA POWER,94432,"c(-131.59007, 55.08563)"
ACIS,BARROW ERL,94509,"c(-156.61227, 71.32431)"
ACIS,ANCHORAGE 2.1 SSW,95360,"c(-149.91531, 61.18879)"
ACIS,JUNEAU 15.1 W,96283,"c(-134.54567, 58.41718)"
ACIS,PAXSON 10.8 SSE,96423,"c(-145.51724, 62.93936)"
ACIS,ANCHORAGE 8.3 SSE,96690,"c(-149.77678, 61.11375)"
ACIS,TALKEETNA 6.2 N,96941,"c(-150.12366, 62.42513)"
ACIS,WRANGELL 8.1 NNW,97087,"c(-132.37527, 56.4628)"
